دسته,شاخص,کد World Bank,کد Data360,واحد,سال,مقدار,سال مقایسه قبلی,تغییر نسبت به مقدار قبلی,تغییر نسبت به مقدار قبلی %
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2012,56.759998,2011.0,2.019996000000006,3.6901642787663875
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2013,55.59,2012.0,-1.1699979999999996,-2.0613073312652332
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2014,56.98,2013.0,1.3899999999999935,2.5004497211728607
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2015,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2016,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2017,59.130001,2014.0,2.150001000000003,3.7732555282555342
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2018,57.009998,2017.0,-2.120002999999997,-3.5853254932297345
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2019,58.0,2018.0,0.9900019999999969,1.7365410186472852
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2020,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2021,58.860001,2019.0,0.8600009999999969,1.4827603448275808
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2022,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2023,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2024,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2025,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2026,,,,
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2010,73.642737,,,
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2011,70.440669,2010.0,-3.202067999999997,-4.348111070342208
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2012,69.903864,2011.0,-0.5368050000000011,-0.7620668679339219
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2013,68.887572,2012.0,-1.0162919999999929,-1.4538423798718665
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2014,72.189797,2013.0,3.302224999999993,4.793644055273123
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2015,71.739919,2014.0,-0.4498779999999982,-0.6231877892661177
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2016,75.733642,2015.0,3.993723000000003,5.566946625629732
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2017,74.49715,2016.0,-1.2364919999999984,-1.6326852470662883
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2018,77.386272,2017.0,2.8891220000000004,3.8781644666943635
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2019,78.702553,2018.0,1.3162809999999894,1.7009231301386234
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2020,,,,
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2021,80.316579,2019.0,1.6140260000000097,2.050792431091797
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2022,78.940025,2021.0,-1.3765539999999987,-1.7139101504808847
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2023,81.379635,2022.0,2.4396099999999876,3.0904601309664996
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2024,83.726068,2023.0,2.3464330000000047,2.8833171837155636
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2025,,,,
آموزش,ثبت‌نام ابتدایی (ناخالص %),SE.PRM.ENRR,WB_WDI_SE_PRM_ENRR,PT,2026,,,,
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2010,29.29629,,,
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2011,29.727146,2010.0,0.4308560000000021,1.4706845132950355
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2012,30.63002,2011.0,0.9028739999999971,3.0372037732784607
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2013,31.544819,2012.0,0.9147990000000021,2.986609215403719
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2014,32.657343,2013.0,1.112523999999997,3.526804195643021
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2015,34.674147,2014.0,2.0168040000000005,6.175652440555255
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2016,35.864325,2015.0,1.190178000000003,3.432465115868613
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2017,35.322425,2016.0,-0.5418999999999983,-1.5109722544617759
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2018,37.146606,2017.0,1.8241809999999958,5.164370792775399
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2019,38.751155,2018.0,1.6045489999999987,4.319503644559072
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2020,,,,
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2021,40.25789,2019.0,1.5067350000000062,3.8882324926831373
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2022,40.417766,2021.0,0.15987599999999702,0.3971296061467628
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2023,42.291145,2022.0,1.873379,4.635038463036279
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2024,48.280502,2023.0,5.989356999999998,14.162201094342558
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2025,,,,
آموزش,ثبت‌نام متوسطه (ناخالص %),SE.SEC.ENRR,WB_WDI_SE_SEC_ENRR,PT,2026,,,,
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2010,7.033038,,,
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2011,7.317396,2010.0,0.2843579999999992,4.043174514342155
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2012,8.333036,2011.0,1.0156400000000003,13.879800956515137
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2013,8.71836,2012.0,0.38532400000000067,4.624052986210557
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2014,8.745692,2013.0,0.027331999999999468,0.3134993278552327
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2015,8.435566,2014.0,-0.31012600000000035,-3.5460430118051307
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2016,8.319739,2015.0,-0.11582699999999946,-1.3730791745331548
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2017,8.622281,2016.0,0.302541999999999,3.636436191087232
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2018,8.206831,2017.0,-0.4154499999999999,-4.818330555452785
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2019,11.103639,2018.0,2.896808,35.29752227138588
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2020,11.724598,2019.0,0.6209590000000009,5.592391827580138
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2021,12.381001,2020.0,0.6564029999999992,5.598511778399559
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2022,10.505718,2021.0,-1.8752829999999996,-15.146457059489776
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2023,10.47703,2022.0,-0.028688000000000713,-0.273070341313185
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2024,10.856413,2023.0,0.3793830000000007,3.621093000592732
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2025,,,,
آموزش,ثبت‌نام دانشگاهی (ناخالص %),SE.TER.ENRR,WB_WDI_SE_TER_ENRR,PT,2026,,,,
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2010,2.05268,,,
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2011,2.00101,2010.0,-0.051670000000000105,-2.5171970302239077
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2012,1.9788,2011.0,-0.022210000000000063,-1.109939480562319
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2013,2.23699,2012.0,0.25819000000000014,13.047806751566615
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2014,2.20434,2013.0,-0.032649999999999846,-1.4595505567749452
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2015,2.38609,2014.0,0.18174999999999963,8.24509830606892
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2016,2.66805,2015.0,0.2819600000000002,11.816821662217277
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2017,2.57618,2016.0,-0.09187000000000012,-3.4433387680140974
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2018,2.332169,2017.0,-0.24401099999999998,-9.471814857657462
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2019,2.21492,2018.0,-0.11724899999999971,-5.0274658483154395
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2020,2.057182,2019.0,-0.15773800000000016,-7.1216116157694245
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2021,1.687461,2020.0,-0.36972099999999997,-17.972206639956987
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2022,1.973009,2021.0,0.2855479999999999,16.92175404350085
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2023,1.94658,2022.0,-0.026429000000000036,-1.3395275946536502
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2024,,,,
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2025,,,,
آموزش,هزینه آموزش (% GDP),SE.XPD.TOTL.GD.ZS,WB_WDI_SE_XPD_TOTL_GD_ZS,PT_GDP,2026,,,,
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2010,87.1,,,
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2011,87.8,2010.0,0.7000000000000028,0.8036739380022995
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2012,88.6,2011.0,0.7999999999999972,0.9111617312072862
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2013,89.3,2012.0,0.7000000000000028,0.7900677200902968
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2014,90.1,2013.0,0.7999999999999972,0.8958566629339274
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2015,91.0,2014.0,0.9000000000000057,0.9988901220865768
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2016,91.8,2015.0,0.7999999999999972,0.879120879120876
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2017,92.7,2016.0,0.9000000000000057,0.9803921568627514
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2018,93.4,2017.0,0.7000000000000028,0.7551240560949329
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2019,93.9,2018.0,0.5,0.5353319057815845
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2020,94.5,2019.0,0.5999999999999943,0.6389776357827415
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2021,94.9,2020.0,0.4000000000000057,0.4232804232804293
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2022,95.0,2021.0,0.09999999999999432,0.10537407797681171
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2023,95.6,2022.0,0.5999999999999943,0.631578947368415
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2024,,,,
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2025,,,,
زیرساخت,دسترسی به برق (%),EG.ELC.ACCS.ZS,WB_WDI_EG_ELC_ACCS_ZS,PT_POP,2026,,,,
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2010,88.814735,,,
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2011,88.978516,2010.0,0.16378100000000018,0.18440746346875908
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2012,89.140566,2011.0,0.1620500000000078,0.18212261485683556
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2013,89.300729,2012.0,0.16016299999999717,0.17967465003531294
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2014,89.459147,2013.0,0.1584179999999975,0.17739832784567472
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2015,89.61582,2014.0,0.15667299999999784,0.17513357242272592
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2016,89.770715,2015.0,0.15489499999999623,0.17284336627170988
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2017,89.923778,2016.0,0.15306300000000306,0.1705043788500549
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2018,90.075847,2017.0,0.15206899999999735,0.16910877565664262
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2019,90.226774,2018.0,0.15092700000001003,0.16755546023342976
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2020,90.37633,2019.0,0.1495559999999898,0.1657556769124759
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2021,90.524309,2020.0,0.14797900000000652,0.16373645621592128
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2022,90.670456,2021.0,0.14614699999999914,0.16144503240560404
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2023,90.681587,2022.0,0.011130999999991786,0.012276325157107169
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2024,90.693299,2023.0,0.011712000000002831,0.012915521648295406
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2025,,,,
زیرساخت,دسترسی به آب سالم (%),SH.H2O.BASW.ZS,WB_WDI_SH_H2O_BASW_ZS,PT_POP,2026,,,,
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2010,49.206635,,,
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2011,51.054808,2010.0,1.8481730000000027,3.755942669113632
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2012,52.90861,2011.0,1.8538020000000017,3.6310037636416173
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2013,54.767308,2012.0,1.8586979999999969,3.5130350239781323
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2014,56.631464,2013.0,1.8641560000000013,3.4037751134308105
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2015,58.500971,2014.0,1.8695069999999987,3.3011807711698897
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2016,60.375705,2015.0,1.8747340000000037,3.2046203130542974
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2017,62.255309,2016.0,1.8796039999999934,3.11317938233598
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2018,64.143534,2017.0,1.8882250000000056,3.0330344999171164
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2019,66.039837,2018.0,1.8963030000000032,2.95634319119368
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2020,67.943382,2019.0,1.903544999999994,2.8824192888301554
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2021,69.853338,2020.0,1.909955999999994,2.811099394492894
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2022,71.768674,2021.0,1.9153360000000106,2.7419391182136645
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2023,71.824325,2022.0,0.05565099999999745,0.07754218783531859
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2024,71.88286,2023.0,0.05853499999999201,0.08149745925212942
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2025,,,,
زیرساخت,دسترسی به بهداشت (%),SH.STA.BASS.ZS,WB_WDI_SH_STA_BASS_ZS,PT_POP,2026,,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2010,8.0,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2011,8.0,2010.0,0.0,0.0
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2012,8.1,2011.0,0.09999999999999964,1.2499999999999956
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2013,9.0,2012.0,0.9000000000000004,11.111111111111116
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2014,10.0,2013.0,1.0,11.11111111111111
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2015,11.0,2014.0,1.0,10.0
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2016,12.385447,2015.0,1.3854469999999992,12.59497272727272
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2017,13.78,2016.0,1.3945530000000002,11.259609766203837
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2018,15.34,2017.0,1.5600000000000005,11.320754716981137
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2019,17.070902,2018.0,1.7309020000000004,11.283585397653196
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2020,18.935,2019.0,1.8640979999999985,10.919739331875952
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2021,,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2022,,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2023,,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2024,57.253,2020.0,38.318,202.36598890942702
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2025,,,,
زیرساخت,کاربران اینترنت (%),IT.NET.USER.ZS,WB_WDI_IT_NET_USER_ZS,PT_POP,2026,,,,
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2010,49.782332,,,
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2011,53.446194,2010.0,3.6638620000000017,7.359763700904976
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2012,57.857611,2011.0,4.411417,8.253940402192157
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2013,60.51778,2012.0,2.6601690000000033,4.5977857606322585
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2014,63.361844,2013.0,2.844063999999996,4.699551107129171
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2015,57.940598,2014.0,-5.4212459999999965,-8.55601045954407
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2016,62.001324,2015.0,4.060725999999995,7.008429564361754
زیرساخت,تلفن همراه (در ۱۰۰ نفر),IT.CEL.SETS.P2,WB_WDI_IT_CEL_SETS_P2,10P2PS,2017,64.730178,2016.0,2.7288539999999983,4.401283430657059
