دسته,شاخص,کد World Bank,کد Data360,واحد,سال,مقدار,سال مقایسه قبلی,تغییر نسبت به مقدار قبلی,تغییر نسبت به مقدار قبلی %
درآمد و فقر,فقر زیر ۶.۸۵$/روز (%),SI.POV.UMIC,WB_WDI_SI_POV_UMIC,PT_POP,2024,87.1,2018.0,-1.3000000000000114,-1.4705882352941304
درآمد و فقر,فقر زیر ۶.۸۵$/روز (%),SI.POV.UMIC,WB_WDI_SI_POV_UMIC,PT_POP,2025,,,,
درآمد و فقر,فقر زیر ۶.۸۵$/روز (%),SI.POV.UMIC,WB_WDI_SI_POV_UMIC,PT_POP,2026,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2010,28.8,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2011,29.7,2010.0,0.8999999999999986,3.124999999999995
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2012,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2013,29.5,2011.0,-0.1999999999999993,-0.673400673400671
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2014,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2015,31.3,2013.0,1.8000000000000007,6.10169491525424
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2016,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2017,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2018,29.6,2015.0,-1.6999999999999993,-5.431309904153352
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2019,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2020,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2021,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2022,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2023,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2024,33.5,2018.0,3.8999999999999986,13.175675675675672
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2025,,,,
درآمد و فقر,ضریب جینی (نابرابری درآمد),SI.POV.GINI,WB_WDI_SI_POV_GINI,0_TO_100,2026,,,,
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2010,1000.0,,,
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2011,1020.0,2010.0,20.0,2.0
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2012,1110.0,2011.0,90.0,8.823529411764707
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2013,1210.0,2012.0,100.0,9.00900900900901
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2014,1250.0,2013.0,40.0,3.3057851239669422
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2015,1280.0,2014.0,30.0,2.4
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2016,1360.0,2015.0,80.0,6.25
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2017,1450.0,2016.0,90.0,6.61764705882353
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2018,1560.0,2017.0,110.0,7.586206896551724
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2019,1520.0,2018.0,-40.0,-2.564102564102564
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2020,1370.0,2019.0,-150.0,-9.868421052631579
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2021,1420.0,2020.0,50.0,3.64963503649635
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2022,1510.0,2021.0,90.0,6.338028169014084
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2023,1450.0,2022.0,-60.0,-3.9735099337748347
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2024,1430.0,2023.0,-20.0,-1.3793103448275863
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2025,,,,
درآمد و فقر,درآمد ملی سرانه (GNI),NY.GNP.PCAP.CD,WB_WDI_NY_GNP_PCAP_CD,USD,2026,,,,
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2010,199239047.0,,,
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2011,203746065.0,2010.0,4507018.0,2.262115819094437
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2012,207667125.0,2011.0,3921060.0,1.9244837930980407
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2013,211073978.0,2012.0,3406853.0,1.640535544564408
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2014,214264647.0,2013.0,3190669.0,1.5116354134378422
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2015,217290883.0,2014.0,3026236.0,1.4123823236224313
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2016,220138869.0,2015.0,2847986.0,1.310679012703906
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2017,223273967.0,2016.0,3135098.0,1.4241455923896837
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2018,226928892.0,2017.0,3654925.0,1.6369687201374445
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2019,230800899.0,2018.0,3872007.0,1.7062644451637299
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2020,235001746.0,2019.0,4200847.0,1.8201172604617974
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2021,239477801.0,2020.0,4476055.0,1.9046901038769302
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2022,243700667.0,2021.0,4222866.0,1.7633642794306434
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2023,247504495.0,2022.0,3803828.0,1.5608607259166838
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2024,251269164.0,2023.0,3764669.0,1.5210507590983346
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2025,,,,
درآمد و فقر,جمعیت کل,SP.POP.TOTL,WB_WDI_SP_POP_TOTL,PS,2026,,,,
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2010,64.378,,,
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2011,64.659,2010.0,0.2810000000000059,0.43648451334307675
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2012,64.883,2011.0,0.22399999999998954,0.34643282451010615
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2013,65.129,2012.0,0.24600000000000932,0.37914399765733603
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2014,65.374,2013.0,0.24499999999999034,0.376176511231541
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2015,65.641,2014.0,0.2670000000000101,0.40841924924283374
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2016,65.943,2015.0,0.3019999999999925,0.4600783047180763
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2017,66.223,2016.0,0.28000000000000114,0.42460913212926493
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2018,66.481,2017.0,0.25799999999999557,0.3895927396825809
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2019,66.729,2018.0,0.24800000000000466,0.3730389133737529
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2020,65.701,2019.0,-1.0280000000000058,-1.5405595767957048
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2021,65.773,2020.0,0.07200000000000273,0.10958737309934817
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2022,67.417,2021.0,1.6440000000000055,2.4995058762714266
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2023,67.649,2022.0,0.23199999999999932,0.3441268522776144
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2024,67.799,2023.0,0.15000000000000568,0.22173276766841443
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2025,,,,
سلامت,امید به زندگی (سال),SP.DYN.LE00.IN,WB_WDI_SP_DYN_LE00_IN,YR,2026,,,,
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2010,86.5,,,
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2011,84.3,2010.0,-2.200000000000003,-2.5433526011560725
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2012,82.0,2011.0,-2.299999999999997,-2.7283511269276364
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2013,79.6,2012.0,-2.4000000000000057,-2.9268292682926895
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2014,77.2,2013.0,-2.3999999999999915,-3.0150753768844116
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2015,74.8,2014.0,-2.4000000000000057,-3.1088082901554475
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2016,72.4,2015.0,-2.3999999999999915,-3.2085561497326087
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2017,70.1,2016.0,-2.3000000000000114,-3.1767955801105128
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2018,67.9,2017.0,-2.1999999999999886,-3.138373751783151
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2019,65.8,2018.0,-2.1000000000000085,-3.0927835051546513
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2020,63.7,2019.0,-2.0999999999999943,-3.191489361702119
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2021,61.7,2020.0,-2.0,-3.139717425431711
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2022,59.7,2021.0,-2.0,-3.2414910858995136
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2023,57.8,2022.0,-1.9000000000000057,-3.1825795644891213
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2024,56.0,2023.0,-1.7999999999999972,-3.114186851211068
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2025,,,,
سلامت,مرگ‌ومیر زیر ۵ سال (در ۱۰۰۰),SH.DYN.MORT,WB_WDI_SH_DYN_MORT,DT_10P3BR_L,2026,,,,
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2010,240.0,,,
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2011,234.0,2010.0,-6.0,-2.5
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2012,227.0,2011.0,-7.0,-2.9914529914529915
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2013,220.0,2012.0,-7.0,-3.0837004405286343
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2014,211.0,2013.0,-9.0,-4.090909090909091
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2015,202.0,2014.0,-9.0,-4.265402843601896
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2016,193.0,2015.0,-9.0,-4.455445544554455
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2017,184.0,2016.0,-9.0,-4.66321243523316
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2018,178.0,2017.0,-6.0,-3.260869565217391
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2019,173.0,2018.0,-5.0,-2.8089887640449436
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2020,178.0,2019.0,5.0,2.8901734104046244
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2021,193.0,2020.0,15.0,8.426966292134832
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2022,160.0,2021.0,-33.0,-17.098445595854923
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2023,155.0,2022.0,-5.0,-3.125
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2024,,,,
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2025,,,,
سلامت,"مرگ‌ومیر مادران (در ۱۰۰,۰۰۰)",SH.STA.MMRT,WB_WDI_SH_STA_MMRT,DT_10P5BR_L,2026,,,,
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2010,2.429677,,,
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2011,2.231213,2010.0,-0.19846399999999997,-8.168328547374815
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2012,2.221853,2011.0,-0.009360000000000035,-0.41950275477957666
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2013,2.416478,2012.0,0.19462500000000027,8.759580404284184
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2014,2.488991,2013.0,0.07251299999999983,3.000772198215743
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2015,2.494933,2014.0,0.005942000000000114,0.23873127705162914
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2016,2.570264,2015.0,0.07533099999999981,3.019359638114523
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2017,2.786301,2016.0,0.21603700000000003,8.405245531198354
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2018,2.828449,2017.0,0.042148000000000074,1.5126865331491492
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2019,2.847369,2018.0,0.018920000000000048,0.6689178415449615
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2020,2.95273,2019.0,0.10536099999999982,3.7002931478146954
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2021,2.990158,2020.0,0.03742800000000024,1.2675727208380123
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2022,2.903548,2021.0,-0.0866100000000003,-2.8965024590673902
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2023,2.519883,2022.0,-0.3836649999999997,-13.213661355004284
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2024,,,,
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2025,,,,
سلامت,هزینه بهداشت (% GDP),SH.XPD.CHEX.GD.ZS,WB_WDI_SH_XPD_CHEX_GD_ZS,PT_GDP,2026,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2010,0.727,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2011,0.748,2010.0,0.02100000000000002,2.888583218707018
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2012,0.775,2011.0,0.027000000000000024,3.609625668449201
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2013,0.795,2012.0,0.020000000000000018,2.5806451612903247
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2014,0.818,2013.0,0.02299999999999991,2.893081761006278
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2015,0.85,2014.0,0.03200000000000003,3.911980440097803
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2016,0.89,2015.0,0.040000000000000036,4.70588235294118
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2017,0.932,2016.0,0.04200000000000004,4.71910112359551
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2018,0.917,2017.0,-0.015000000000000013,-1.6094420600858381
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2019,1.049,2018.0,0.1319999999999999,14.394765539803695
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2020,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2021,1.16,2019.0,0.11099999999999999,10.581506196377502
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2022,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2023,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2024,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2025,,,,
سلامت,پزشک به ازای ۱۰۰۰ نفر,SH.MED.PHYS.ZS,WB_WDI_SH_MED_PHYS_ZS,10P3PS,2026,,,,
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2010,15.5,,,
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2011,15.4,2010.0,-0.09999999999999964,-0.6451612903225784
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2012,15.0,2011.0,-0.40000000000000036,-2.5974025974025996
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2013,14.7,2012.0,-0.3000000000000007,-2.000000000000005
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2014,14.2,2013.0,-0.5,-3.4013605442176873
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2015,13.3,2014.0,-0.8999999999999986,-6.338028169014074
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2016,11.5,2015.0,-1.8000000000000007,-13.53383458646617
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2017,11.7,2016.0,0.1999999999999993,1.7391304347826024
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2018,10.9,2017.0,-0.7999999999999989,-6.837606837606828
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2019,12.9,2018.0,2.0,18.348623853211006
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2020,13.4,2019.0,0.5,3.875968992248062
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2021,16.4,2020.0,2.9999999999999982,22.388059701492523
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2022,16.7,2021.0,0.3000000000000007,1.8292682926829311
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2023,16.5,2022.0,-0.1999999999999993,-1.1976047904191574
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2024,,,,
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2025,,,,
سلامت,سوءتغذیه (%),SN.ITK.DEFC.ZS,WB_WDI_SN_ITK_DEFC_ZS,PT_POP,2026,,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2010,55.380001,,,
آموزش,نرخ سواد بزرگسالان (%),SE.ADT.LITR.ZS,WB_WDI_SE_ADT_LITR_ZS,PT,2011,54.740002,2010.0,-0.6399990000000031,-1.1556500333035442
