دسته,شاخص,کد World Bank,کد Data360,پایگاه داده,کشور,واحد,بازه منبع,موضوع‌های Data360,کد موضوع‌های Data360,تعداد سال دارای داده,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
تجارت و مالیه,صادرات (% GDP),NE.EXP.GNFS.ZS,WB_WDI_NE_EXP_GNFS_ZS,WB_WDI,PAK,PT_GDP,1960 - 2024,"Prosperity > Trade, Investment and Competitiveness > Trade Outcomes",P3 > P3_000006 > P3_000028,15,12.637225,13.482555,11.873964,12.177499,11.194972,9.974571,8.736716,8.221611,8.5818,9.390864,9.298559,9.0516,10.54059,10.493959,10.390453,,
تجارت و مالیه,واردات (% GDP),NE.IMP.GNFS.ZS,WB_WDI_NE_IMP_GNFS_ZS,WB_WDI,PAK,PT_GDP,1960 - 2024,"Prosperity > Trade, Investment and Competitiveness > Trade Outcomes",P3 > P3_000006 > P3_000028,15,19.351777,18.880083,19.445009,18.712775,18.274854,16.713615,15.964862,17.250424,19.044257,19.514713,17.417721,17.978821,22.490763,17.973734,17.188016,,
تجارت و مالیه,سرمایه‌گذاری خارجی FDI (% GDP),BX.KLT.DINV.WD.GD.ZS,WB_WDI_BX_KLT_DINV_WD_GD_ZS,WB_WDI,PAK,PT_GDP,1970 - 2024,"Prosperity > Trade, Investment and Competitiveness > Investment and Business Climate",P3 > P3_000006 > P3_000022,15,1.027911,0.575055,0.343453,0.515354,0.695308,0.557734,0.82135,0.735837,0.487746,0.696146,0.684695,0.616039,0.389981,0.608281,0.716689,,
تجارت و مالیه,حساب جاری (% GDP),BN.CAB.XOKA.GD.ZS,WB_WDI_BN_CAB_XOKA_GD_ZS,WB_WDI,PAK,PT_GDP,1960 - 2024,,,15,-0.688324,-0.957124,-0.936399,-1.707279,-1.347873,-0.934447,-2.292797,-4.769858,-5.295562,-2.666773,-0.216651,-3.524396,-3.258582,-0.30863,0.133557,,
تجارت و مالیه,بدهی دولتی (% GDP),GC.DOD.TOTL.GD.ZS,WB_WDI_GC_DOD_TOTL_GD_ZS,WB_WDI,PAK,PT_GDP,1970 - 2024,Prosperity > Institutions,P3 > P3_000003,0,,,,,,,,,,,,,,,,,
تجارت و مالیه,تورم (%),FP.CPI.TOTL.ZG,WB_WDI_FP_CPI_TOTL_ZG,WB_WDI,PAK,PC_A,1960 - 2024,,,15,12.938871,11.916093,9.682352,7.692156,7.189384,2.529328,3.765119,4.085374,5.078057,10.578031,9.740116,9.496416,19.87386,30.768128,12.632532,,
