chapter_num,chapter_name,chapter_fa,path,name,level,last_year,last_value,first_year,first_value,n_points
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million),Private Sector GFCF at Constant Prices 2015-16 (Rs Million),0,2025-26,3872290.493,1999-00,1759904,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million)","Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million)",1,2025-26,1148193,1999-00,611916,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Crops at Constant Prices 2015-16 (Rs Million)",Private Sector GFCF of Crops at Constant Prices 2015-16 (Rs Million),2,2025-26,185259,1999-00,161554,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Cotton Ginning at Constant Prices 2015-16 (Rs Million)",Private Sector GFCF of Cotton Ginning at Constant Prices 2015-16 (Rs Million),2,2025-26,1270,1999-00,759,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Livestock at Constant Prices 2015-16 (Rs Million)",Private Sector GFCF of Livestock at Constant Prices 2015-16 (Rs Million),2,2025-26,921350,1999-00,415670,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Forestry at Constant Prices 2015-16 (Rs Million)",Private Sector GFCF of Forestry at Constant Prices 2015-16 (Rs Million),2,2025-26,1726,1999-00,988,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Agriculture, forestry and fishing at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Fishing at Constant Prices 2015-16 (Rs Million)",Private Sector GFCF of Fishing at Constant Prices 2015-16 (Rs Million),2,2025-26,38588,1999-00,32945,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Mining and Quarrying at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Mining and Quarrying at Constant Prices 2015-16 (Rs Million),1,2025-26,43525,1999-00,68886,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Manufacturing (A+B) at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Manufacturing (A+B) at Constant Prices 2015-16 (Rs Million),1,2025-26,421704,1999-00,353495,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Manufacturing (A+B) at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Large Scale at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Large Scale at Constant Prices 2015-16 (Rs Million),2,2025-26,316545,1999-00,326681,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Manufacturing (A+B) at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Small Scale (including Slaughtering) at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Small Scale (including Slaughtering) at Constant Prices 2015-16 (Rs Million),2,2025-26,105159,1999-00,26814,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Electricity, gas, and water supply at Constant Prices 2015-16 (Rs Million)","Private Sector GFCF of Electricity, gas, and water supply at Constant Prices 2015-16 (Rs Million)",1,2025-26,113219.0359,1999-00,19464,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Construction at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Construction at Constant Prices 2015-16 (Rs Million),1,2025-26,42534.45757,1999-00,34007,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Wholesale and retail trade at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Wholesale and retail trade at Constant Prices 2015-16 (Rs Million),1,2025-26,364792,1999-00,94870,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Accommodation and food service activities (Hotels and Restaurants) at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Accommodation and food service activities (Hotels and Restaurants) at Constant Prices 2015-16 (Rs Million),1,2025-26,74188,1999-00,39512,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Transportation and Storage at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Transportation and Storage at Constant Prices 2015-16 (Rs Million),1,2025-26,203309,1999-00,79931,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Information and communication at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Information and communication at Constant Prices 2015-16 (Rs Million),1,2025-26,117552,1999-00,9810,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Financial and Insurance activities at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Financial and Insurance activities at Constant Prices 2015-16 (Rs Million),1,2025-26,86648,1999-00,18020,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Real estate activities (Ownership of Dwellings) at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Real estate activities (Ownership of Dwellings) at Constant Prices 2015-16 (Rs Million),1,2025-26,751581,1999-00,279671,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Education at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Education at Constant Prices 2015-16 (Rs Million),1,2025-26,140593,1999-00,51280,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Human health and social work activities at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Human health and social work activities at Constant Prices 2015-16 (Rs Million),1,2025-26,100555,1999-00,23648,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Private Sector GFCF at Constant Prices 2015-16 (Rs Million) > Private Sector GFCF of Other Private Services at Constant Prices 2015-16 (Rs Million),Private Sector GFCF of Other Private Services at Constant Prices 2015-16 (Rs Million),1,2025-26,263897,1999-00,75394,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector and General Govt. GFCF at Constant Prices 2015-16 (Rs Million),Public Sector and General Govt. GFCF at Constant Prices 2015-16 (Rs Million),0,2025-26,1173162.89,1999-00,705664,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million),Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million),0,2025-26,202785.8895,1999-00,484162,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Agriculture, Forestry & Fishing at Constant Prices 2015-16 (Rs Million)","Public Sector GFCF of Agriculture, Forestry & Fishing at Constant Prices 2015-16 (Rs Million)",1,2025-26,267,1999-00,7081,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Mining and Quarrying at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Mining and Quarrying at Constant Prices 2015-16 (Rs Million),1,2025-26,11061,1999-00,6813,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Manufacturing (Large Scale) at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Manufacturing (Large Scale) at Constant Prices 2015-16 (Rs Million),1,2025-26,2729,1999-00,75939,27
2,Growth and Investment,رشد و سرمایه‌گذاری,"Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Electricity, Gas & Water Supply at Constant Prices 2015-16 (Rs Million)","Public Sector GFCF of Electricity, Gas & Water Supply at Constant Prices 2015-16 (Rs Million)",1,2025-26,126813.8895,1999-00,173956,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Construction at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Construction at Constant Prices 2015-16 (Rs Million),1,2025-26,12527,1999-00,6877,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Transport & Storage at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Transport & Storage at Constant Prices 2015-16 (Rs Million),1,2025-26,17671,1999-00,131224,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Transport & Storage at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Railways at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Railways at Constant Prices 2015-16 (Rs Million),2,2025-26,7738,1999-00,11958,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Transport & Storage at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Post Office & PTCL at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Post Office & PTCL at Constant Prices 2015-16 (Rs Million),2,2025-26,0,1999-00,270,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Transport & Storage at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Others at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Others at Constant Prices 2015-16 (Rs Million),2,2025-26,9933,1999-00,118996,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Information and Communication at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Information and Communication at Constant Prices 2015-16 (Rs Million),1,2025-26,21662,1999-00,70256,27
2,Growth and Investment,رشد و سرمایه‌گذاری,Public Sector GFCF (Autonomous & Semi Auto-Bodies) at Constant Prices 2015-16 (Rs Million) > Public Sector GFCF of Finance & Insurance at Constant Prices 2015-16 (Rs Million),Public Sector GFCF of Finance & Insurance at Constant Prices 2015-16 (Rs Million),1,2025-26,10055,1999-00,12014,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF at Constant Prices 2015-16 (Rs Million),General Govt. GFCF at Constant Prices 2015-16 (Rs Million),0,2025-26,970377,1999-00,221502,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of Federal at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of Federal at Constant Prices 2015-16 (Rs Million),1,2025-26,270220,1999-00,64126,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of Provincial at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of Provincial at Constant Prices 2015-16 (Rs Million),1,2025-26,583573,1999-00,125956,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of District Governments at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of District Governments at Constant Prices 2015-16 (Rs Million),1,2025-26,116584,1999-00,31419,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF (By industries) at Constant Prices 2015-16 (Rs Million),General Govt. GFCF (By industries) at Constant Prices 2015-16 (Rs Million),0,2025-26,970377,1999-00,221502,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF (By industries) at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of Public Administration and Social Security (General Government) at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of Public Administration and Social Security (General Government) at Constant Prices 2015-16 (Rs Million),1,2025-26,866606,1999-00,182344,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF (By industries) at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of Education at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of Education at Constant Prices 2015-16 (Rs Million),1,2025-26,66124,1999-00,18668,27
2,Growth and Investment,رشد و سرمایه‌گذاری,General Govt. GFCF (By industries) at Constant Prices 2015-16 (Rs Million) > General Govt. GFCF of Human health and social work activities at Constant Prices 2015-16 (Rs Million),General Govt. GFCF of Human health and social work activities at Constant Prices 2015-16 (Rs Million),1,2025-26,37648,1999-00,20490,27
3,Agriculture,کشاورزی,Agricultural Production Index,Agricultural Production Index,0,,,,,0
3,Agriculture,کشاورزی,Agricultural Production Index > Food crop Wheat Index,Food crop Wheat Index,1,2025-26,115.5,2005-06,100,21
3,Agriculture,کشاورزی,Agricultural Production Index > Food crop Maize Index,Food crop Maize Index,1,2025-26,166.8,2005-06,100,21
3,Agriculture,کشاورزی,Agricultural Production Index > Food crop Rice Index,Food crop Rice Index,1,2025-26,147.1,2005-06,100,21
3,Agriculture,کشاورزی,Agricultural Production Index > Cash crop Sugarcane Index,Cash crop Sugarcane Index,1,2025-26,136.6,2005-06,100,21
3,Agriculture,کشاورزی,Agricultural Production Index > Fiber crop Cotton Index,Fiber crop Cotton Index,1,2025-26,71.1,2005-06,100,21
3,Agriculture,کشاورزی,Production of Tractors (Nos),Production of Tractors (Nos),0,2025-26,21623,1970-71,3879,56
3,Agriculture,کشاورزی,Production of Meat (000 Tonnes),Production of Meat (000 Tonnes),0,2025-26,6314,1971-72,568,55
3,Agriculture,کشاورزی,Milk (000 Tonnes),Milk (000 Tonnes),0,2025-26,60185,1971-72,7800,55
3,Agriculture,کشاورزی,Fish Production (000 Tonnes),Fish Production (000 Tonnes),0,2025-26,642.2,1970-71,172.8,56
3,Agriculture,کشاورزی,Total Forest Production (000 cu.mtr.),Total Forest Production (000 cu.mtr.),0,2012-13,354,1970-71,762,43
3,Agriculture,کشاورزی,Cropped Area (million hectares),Cropped Area (million hectares),0,2025-26,24.24,1970-71,16.62,56
3,Agriculture,کشاورزی,Improved Seed Distribution (000 Tonnes),Improved Seed Distribution (000 Tonnes),0,2025-26,767.93,1971-72,22.54,55
3,Agriculture,کشاورزی,Water Availability (MAF),Water Availability (MAF),0,2022-23,114.1,1970-71,69.95,52
3,Agriculture,کشاورزی,Fertilizer Offtake (000 N/T),Fertilizer Offtake (000 N/T),0,2025-26,3795,1970-71,283.2,56
3,Agriculture,کشاورزی,Credit Disbursed (Rs million),Credit Disbursed (Rs million),0,2025-26,2161644,1970-71,158.38,56
3,Agriculture,کشاورزی,Tubewells Public & Private (Number in 000),Tubewells Public & Private (Number in 000),0,2025-26,1553.25,1970-71,97636,55
3,Agriculture,کشاورزی,Land Utilization,Land Utilization,0,,,,,0
3,Agriculture,کشاورزی,Land Utilization > Total Area (Million Hectares),Total Area (Million Hectares),1,2024-25,79.6,1970-71,79.61,55
3,Agriculture,کشاورزی,Land Utilization > Reported Area (Million Hectares),Reported Area (Million Hectares),1,2024-25,58.26,1970-71,53.55,55
3,Agriculture,کشاورزی,Land Utilization > Forest Area (Million Hectares),Forest Area (Million Hectares),1,2024-25,4.5,1970-71,2.83,55
3,Agriculture,کشاورزی,Land Utilization > Not Available for Cultivation (Million Hectares),Not Available for Cultivation (Million Hectares),1,2024-25,23.06,1970-71,20.4,55
3,Agriculture,کشاورزی,Land Utilization > Culturable Waste (Million Hectares),Culturable Waste (Million Hectares),1,2024-25,8.21,1970-71,11.11,55
3,Agriculture,کشاورزی,Land Utilization > Cultivated Area Current Fallow (Million Hectares),Cultivated Area Current Fallow (Million Hectares),1,2024-25,6.36,1970-71,4.77,55
3,Agriculture,کشاورزی,Land Utilization > Net Area Sown (Million Hectares),Net Area Sown (Million Hectares),1,2024-25,16.16,1970-71,14.44,55
3,Agriculture,کشاورزی,Land Utilization > Total Area Cultivated (Million Hectares),Total Area Cultivated (Million Hectares),1,2024-25,22.52,1970-71,19.21,55
3,Agriculture,کشاورزی,Land Utilization > Area Sown more than once (Million Hectares),Area Sown more than once (Million Hectares),1,2024-25,8.43,1970-71,2.18,55
3,Agriculture,کشاورزی,Land Utilization > Total Cropped Area (Million Hectares),Total Cropped Area (Million Hectares),1,2024-25,24.59,1970-71,16.62,55
3,Agriculture,کشاورزی,Area under important crops,Area under important crops,0,,,,,0
3,Agriculture,کشاورزی,Area under important crops > Wheat (000 Hectares),Wheat (000 Hectares),1,2025-26,9478,1970-71,5977,56
3,Agriculture,کشاورزی,Area under important crops > Rice (000 Hectares),Rice (000 Hectares),1,2025-26,3759,1970-71,1503,56
3,Agriculture,کشاورزی,Area under important crops > Bajra (000 Hectares),Bajra (000 Hectares),1,2025-26,250,1970-71,750,56
3,Agriculture,کشاورزی,Area under important crops > Jowar (000 Hectares),Jowar (000 Hectares),1,2025-26,40,1970-71,558,56
3,Agriculture,کشاورزی,Area under important crops > Maize (000 Hectares),Maize (000 Hectares),1,2025-26,1587,1970-71,640,56
3,Agriculture,کشاورزی,Area under important crops > Barley (000 Hectares),Barley (000 Hectares),1,2025-26,39,1970-71,141,56
3,Agriculture,کشاورزی,Area under important crops > Total Food Grains (000 Hectares),Total Food Grains (000 Hectares),1,2025-26,15153,1970-71,9569,56
3,Agriculture,کشاورزی,Area under important crops > Gram (000 Hectares),Gram (000 Hectares),1,2025-26,782,1970-71,914,56
3,Agriculture,کشاورزی,Area under important crops > Sugarcane (000 Hectares),Sugarcane (000 Hectares),1,2025-26,1222,1970-71,636,56
3,Agriculture,کشاورزی,Area under important crops > Rapeseed and Mustard (000 Hectares),Rapeseed and Mustard (000 Hectares),1,2025-26,481,1970-71,510,56
3,Agriculture,کشاورزی,Area under important crops > Sesamum (000 Hectares),Sesamum (000 Hectares),1,2025-26,486,1970-71,31,56
3,Agriculture,کشاورزی,Area under important crops > Cotton (000 Hectares),Cotton (000 Hectares),1,2025-26,2012,1970-71,1733,56
3,Agriculture,کشاورزی,Area under important crops > Tobacco (000 Hectares),Tobacco (000 Hectares),1,2025-26,75,1970-71,61,56
3,Agriculture,کشاورزی,Production of Important Crops,Production of Important Crops,0,,,,,0
3,Agriculture,کشاورزی,Production of Important Crops > Wheat (000 tonnes),Wheat (000 tonnes),1,2025-26,29605,1970-71,6476,56
3,Agriculture,کشاورزی,Production of Important Crops > Rice (000 tonnes),Rice (000 tonnes),1,2025-26,9998,1970-71,2200,56
3,Agriculture,کشاورزی,Production of Important Crops > Bajra (000 tonnes),Bajra (000 tonnes),1,2025-26,270,1970-71,355,56
3,Agriculture,کشاورزی,Production of Important Crops > Jowar (000 tonnes),Jowar (000 tonnes),1,2025-26,33,1970-71,329,56
3,Agriculture,کشاورزی,Production of Important Crops > Maize (000 tonnes),Maize (000 tonnes),1,2025-26,8794,1970-71,718,56
3,Agriculture,کشاورزی,Production of Important Crops > Barley (000 tonnes),Barley (000 tonnes),1,2025-26,42,1970-71,91,56
3,Agriculture,کشاورزی,Production of Important Crops > Total Food Grains (000 tonnes),Total Food Grains (000 tonnes),1,2025-26,48742,1970-71,10169,56
3,Agriculture,کشاورزی,Production of Important Crops > Gram (000 tonnes),Gram (000 tonnes),1,2025-26,259,1970-71,494,56
3,Agriculture,کشاورزی,Production of Important Crops > Sugarcane (000 tonnes),Sugarcane (000 tonnes),1,2025-26,89450,1970-71,23167,56
3,Agriculture,کشاورزی,Production of Important Crops > Rapeseed and Mustard (000 tonnes),Rapeseed and Mustard (000 tonnes),1,2025-26,521,1970-71,269,56
3,Agriculture,کشاورزی,Production of Important Crops > Sesamum (000 tonnes),Sesamum (000 tonnes),1,2025-26,296,1975-76,10.7,51
3,Agriculture,کشاورزی,Production of Important Crops > Cotton (000 tonnes),Cotton (000 tonnes),1,2025-26,1200,1970-71,542,56
3,Agriculture,کشاورزی,Production of Important Crops > Cotton (000 bales),Cotton (000 bales),1,2025-26,7052,1970-71,3189,56
3,Agriculture,کشاورزی,Production of Important Crops > Tobacco (000 tonnes),Tobacco (000 tonnes),1,2025-26,238,1970-71,113,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops,Yield Per Hectare of Major Agricultural Crops,0,,,,,0
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Wheat (Kg/Hectare),Wheat (Kg/Hectare),1,2025-26,3124,1970-71,1083,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Rice (Kg/Hectare),Rice (Kg/Hectare),1,2025-26,2660,1970-71,1464,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Sugarcane (Kg/Hectare),Sugarcane (Kg/Hectare),1,2025-26,73200,1970-71,36426,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Maize (Kg/Hectare),Maize (Kg/Hectare),1,2025-26,5541,1970-71,1122,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Gram (Kg/Hectare),Gram (Kg/Hectare),1,2025-26,331,1970-71,540,56
3,Agriculture,کشاورزی,Yield Per Hectare of Major Agricultural Crops > Cotton (Kg/Hectare),Cotton (Kg/Hectare),1,2025-26,596,1970-71,313,56
3,Agriculture,کشاورزی,Production of Important Fruit,Production of Important Fruit,0,,,,,0
3,Agriculture,کشاورزی,Production of Important Fruit > Citrus (000 tonnes),Citrus (000 tonnes),1,2025-26,3911,1970-71,445,56
3,Agriculture,کشاورزی,Production of Important Fruit > Mango (000 tonnes),Mango (000 tonnes),1,2025-26,2909,1970-71,519,56
3,Agriculture,کشاورزی,Production of Important Fruit > Apple (000 tonnes),Apple (000 tonnes),1,2025-26,757,1970-71,33,56
3,Agriculture,کشاورزی,Production of Important Fruit > Banana (000 tonnes),Banana (000 tonnes),1,2025-26,484,1970-71,89,56
3,Agriculture,کشاورزی,Production of Important Fruit > Apricot (000 tonnes),Apricot (000 tonnes),1,2025-26,169,1970-71,19,56
3,Agriculture,کشاورزی,Production of Important Fruit > Almonds (000 tonnes),Almonds (000 tonnes),1,2025-26,17,1971-72,15,55
3,Agriculture,کشاورزی,Production of Important Fruit > Grapes (000 tonnes),Grapes (000 tonnes),1,2025-26,168,1970-71,24,56
3,Agriculture,کشاورزی,Production of Important Fruit > Guava (000 tonnes),Guava (000 tonnes),1,2025-26,942,1970-71,88,56
3,Agriculture,کشاورزی,Export of Fruit (000 tonnes),Export of Fruit (000 tonnes),0,2025-26,485,1975-76,66,51
3,Agriculture,کشاورزی,Export of Fruit Value (Mln. Rs),Export of Fruit Value (Mln. Rs),0,2025-26,73270,1975-76,111,51
3,Agriculture,کشاورزی,Crop Wise Composition - Food Crops (% Share),Crop Wise Composition - Food Crops (% Share),0,2025-26,70.79,2004-05,61.55,22
3,Agriculture,کشاورزی,Crop Wise Composition - Food Crops (% Share) > Wheat (% Share),Wheat (% Share),1,2025-26,44.49,1990-91,31.36,33
3,Agriculture,کشاورزی,Crop Wise Composition - Food Crops (% Share) > Maize (% Share),Maize (% Share),1,2025-26,13.4,1990-91,3.08,33
3,Agriculture,کشاورزی,Crop Wise Composition - Food Crops (% Share) > Rice (% Share),Rice (% Share),1,2025-26,12.9,1990-91,13.52,33
3,Agriculture,کشاورزی,Crop Wise Composition - Cash Crop (% Share),Crop Wise Composition - Cash Crop (% Share),0,2025-26,18.74,2004-05,0.31,22
3,Agriculture,کشاورزی,Crop Wise Composition - Cash Crop (% Share) > Sugarcane (% Share),Sugarcane (% Share),1,2025-26,18.74,1990-91,16.71,33
3,Agriculture,کشاورزی,Crop Wise Composition - Fibre Crop (% Share),Crop Wise Composition - Fibre Crop (% Share),0,2025-26,10.47,2004-05,3.73,22
3,Agriculture,کشاورزی,Crop Wise Composition - Fibre Crop (% Share) > Cotton (% Share),Cotton (% Share),1,2025-26,10.47,1990-91,27.8,33
3,Agriculture,کشاورزی,Credit Disbursed by Agencies,Credit Disbursed by Agencies,0,,,,,0
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > ZTBL (Rs million),ZTBL (Rs million),1,2025-26,70430,1970-71,92.7,56
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > DPBs (Rs million),DPBs (Rs million),1,2025-26,620550,2000-01,592.82,26
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > PPCBL (Rs million),PPCBL (Rs million),1,2025-26,6116,1970-71,10.2,42
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > Commercial Banks (Rs million),Commercial Banks (Rs million),1,2025-26,1052159,1970-71,55.48,42
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > MFBs (Rs million),MFBs (Rs million),1,2025-26,209735,1972-73,85.7,33
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > Islamic Banks (Rs million),Islamic Banks (Rs million),1,2025-26,181040,2013-14,1527,13
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > MFIs/RSPs (Rs million),MFIs/RSPs (Rs million),1,2025-26,21616,2016-17,19930,10
3,Agriculture,کشاورزی,Credit Disbursed by Agencies > Total (Rs million),Total (Rs million),1,2025-26,2161644,1970-71,158.38,42
3,Agriculture,کشاورزی,Fertilizer Offtake,Fertilizer Offtake,0,,,,,0
3,Agriculture,کشاورزی,Fertilizer Offtake > Nitrogen (000 N/Tonnes),Nitrogen (000 N/Tonnes),1,2025-26,3035,1970-71,251.52,56
3,Agriculture,کشاورزی,Fertilizer Offtake > Phosphorus (000 N/Tonnes),Phosphorus (000 N/Tonnes),1,2025-26,712,1970-71,30.45,56
3,Agriculture,کشاورزی,Fertilizer Offtake > Potash (000 N/Tonnes),Potash (000 N/Tonnes),1,2025-26,48,1970-71,1.24,56
3,Agriculture,کشاورزی,Fertilizer Offtake > Total (000 N/Tonnes),Total (000 N/Tonnes),1,2025-26,3795,1970-71,283.21,56
3,Agriculture,کشاورزی,Import of Fertilizers (000 N/Tonnes),Import of Fertilizers (000 N/Tonnes),0,2025-26,335,1973-74,335.5,53
3,Agriculture,کشاورزی,Import of Insecticides,Import of Insecticides,0,,,,,0
3,Agriculture,کشاورزی,Import of Insecticides > Quantity (Tonnes),Quantity (Tonnes),1,2025-26,32602,1970-71,2248,56
3,Agriculture,کشاورزی,Import of Insecticides > Value (Mln Rs.),Value (Mln Rs.),1,2025-26,42273,1970-71,41.77,56
